"","RTIID","GID","JURISID","COUNTY","NAME","YEAR","CITY","STATE","ZIP","STATEFIPS","CNTYCODE","STRATUM","FINALWT","DESIGNWT","CLASS","STATUS","CONFPOPJUNE","CONFPOPJUNE_FLAG","CONFPOP","CONFPOP_FLAG","NCONPOP","NCONPOP_FLAG","TOTPOP","TOTPOP_FLAG","WEEK","WEEK_FLAG","WEEKN","WEEKN_FLAG","NONCITZ","NONCITZ_FLAG","ADULTM","ADULTM_FLAG","ADULTF","ADULTF_FLAG","JUVM","JUVM_FLAG","JUVF","JUVF_FLAG","TOTGENDER","TOTGENDER_FLAG","ADLTJUV","ADLTJUV_FLAG","CONV","CONV_FLAG","UNCONV","UNCONV_FLAG","TOTCONVSTATUS","TOTCONVSTATUS_FLAG","FELONY","FELONY_FLAG","MISD","MISD_FLAG","OTHEROFFSPEC","OTHEROFF","OTHEROFF_FLAG","TOTOFF","TOTOFF_FLAG","WHITE","WHITE_FLAG","BLACK","BLACK_FLAG","HISP","HISP_FLAG","AIAN","AIAN_FLAG","ASIAN","ASIAN_FLAG","NHOPI","NHOPI_FLAG","TWORACE","TWORACE_FLAG","OTHERRACESPEC","OTHERRACE","OTHERRACE_FLAG","RACEDK","RACEDK_FLAG","RACETOTAL","RACETOTAL_FLAG","MARSHALS","MARSHALS_FLAG","BOP","BOP_FLAG","ICE","ICE_FLAG","BIA","BIA_FLAG","OTHERFEDSPEC","OTHERFED","OTHERFED_FLAG","INSTATEPRIS","INSTATEPRIS_FLAG","OUTSTATEPRIS","OUTSTATEPRIS_FLAG","TRIBAL","TRIBAL_FLAG","INSTATEJAIL","INSTATEJAIL_FLAG","OUTSTATEJAIL","OUTSTATEJAIL_FLAG","OTHERHOLDTOT","OTHERHOLDTOT_FLAG","PEAKDATE","PEAKPOP","PEAKPOP_FLAG","ADPM","ADPM_FLAG","ADPF","ADPF_FLAG","ADP","ADP_FLAG","RATED","RATED_FLAG","ADMISM","ADMISM_FLAG","ADMISF","ADMISF_FLAG","ADMIS","ADMIS_FLAG","RELEASEM","RELEASEM_FLAG","RELEASEF","RELEASEF_FLAG","RELEASE","RELEASE_FLAG","EMONITOR","EMONITOR_FLAG","HOMEDETN","HOMEDETN_FLAG","COMMSRV","COMMSRV_FLAG","DAYREPORT","DAYREPORT_FLAG","PRETRIAL","PRETRIAL_FLAG","ALTWORK","ALTWORK_FLAG","TREATMENT","TREATMENT_FLAG","OTRNONCONFSPEC","OTRNONCONF","OTRNONCONF_FLAG","NONCONFD","NONCONFD_FLAG","CORRSTAFF","CORRSTAFF_FLAG","CORRSTAFFM","CORRSTAFFM_FLAG","CORRSTAFFF","CORRSTAFFF_FLAG","OTHERSTAFF","OTHERSTAFF_FLAG","OTHERSTAFFM","OTHERSTAFFM_FLAG","OTHERSTAFFF","OTHERSTAFFF_FLAG","TOTALSTAFF","TOTALSTAFF_FLAG"
"192",10956435,"111063063061000000000","111063063","GLYNN COUNTY                                                                ","GLYNN COUNTY SHERIFFS OFFICE                                                                        ",2016,"BRUNSWICK               ","(11) GA","31520     ","13","13127","(02) 2: 264 =< adp < 500 & juv >0",2.71428561,2.71428561,13,"(1) Respondent",379,"(1) Estimated by respondent",363,"(1) Estimated by respondent",0,"(0) Reported",363,"(1) Estimated by respondent","(1) Yes","(0) Reported",4,"(1) Estimated by respondent",3,"(1) Estimated by respondent",295,"(1) Estimated by respondent",68,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",363,"(1) Estimated by respondent",0,"(0) Reported",73,"(1) Estimated by respondent",290,"(1) Estimated by respondent",363,"(1) Estimated by respondent",225,"(1) Estimated by respondent",133,"(1) Estimated by respondent","ICE                                               ",5,"(1) Estimated by respondent",363,"(1) Estimated by respondent",180,"(1) Estimated by respondent",163,"(1) Estimated by respondent",15,"(1) Estimated by respondent",0,"(1) Estimated by respondent",1,"(1) Estimated by respondent",0,"(1) Estimated by respondent",4,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",363,"(1) Estimated by respondent",18,"(1) Estimated by respondent",0,"(1) Estimated by respondent",1,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",19,"(1) Estimated by respondent",31,363,"(1) Estimated by respondent",318,"(1) Estimated by respondent",66,"(1) Estimated by respondent",384,"(1) Estimated by respondent",610,"(0) Reported",3529,"(1) Estimated by respondent",1439,"(1) Estimated by respondent",4968,"(1) Estimated by respondent",3588,"(1) Estimated by respondent",1448,"(1) Estimated by respondent",5036,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",96,"(1) Estimated by respondent",54,"(1) Estimated by respondent",42,"(1) Estimated by respondent",14,"(1) Estimated by respondent",12,"(1) Estimated by respondent",2,"(1) Estimated by respondent",110,"(0) Reported"
"193",10956436,"111064064061000000000","111064064","GORDON COUNTY                                                               ","GORDON COUNTY SHERIFFS OFFICE                                                                       ",2016,"CALHOUN                 ","(11) GA","30701     ","13","13129","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",294,"(0) Reported",264,"(0) Reported",0,"(0) Reported",264,"(0) Reported","(1) Yes","(0) Reported",3,"(1) Estimated by respondent",4,"(0) Reported",223,"(0) Reported",41,"(0) Reported",0,"(0) Reported",0,"(0) Reported",264,"(0) Reported",0,"(0) Reported",136,"(0) Reported",128,"(0) Reported",264,"(0) Reported",210,"(0) Reported",50,"(0) Reported","housed for other agencies                         ",4,"(0) Reported",264,"(0) Reported",200,"(0) Reported",41,"(0) Reported",23,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",264,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",24,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",2,"(0) Reported",30,"(0) Reported",30,273,"(0) Reported",214,"(0) Reported",54,"(0) Reported",268,"(0) Reported",376,"(0) Reported",2523,"(0) Reported",948,"(0) Reported",3471,"(0) Reported",2502,"(0) Reported",959,"(0) Reported",3461,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",41,"(0) Reported",32,"(0) Reported",9,"(0) Reported",3,"(0) Reported",3,"(0) Reported",0,"(0) Reported",44,"(0) Reported"
"194",10950514,"111067067061000000000","111067067","GWINNETT COUNTY                                                             ","GWINNETT COUNTY SHERIFF'S DEPARTMENT                                                                ",2016,"LAWRENCEVILLE           ","(11) GA","30043     ","13","13135","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1948,"(0) Reported",2032,"(0) Reported",0,"(0) Reported",2032,"(0) Reported","(1) Yes","(0) Reported",3,"(0) Reported",471,"(1) Estimated by respondent",1712,"(0) Reported",293,"(0) Reported",25,"(0) Reported",2,"(0) Reported",2032,"(0) Reported",27,"(0) Reported",443,"(1) Estimated by respondent",1589,"(1) Estimated by respondent",2032,"(0) Reported",1442,"(3) Item imputed",351,"(3) Item imputed","                                                  ",239,"(3) Item imputed",2032,"(0) Reported",644,"(3) Item imputed",1012,"(3) Item imputed",332,"(3) Item imputed",0,"(3) Item imputed",35,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed","                                   ",0,"(3) Item imputed",9,"(3) Item imputed",2032,"(0) Reported",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(0) Reported",86,"(0) Reported",0,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",86,"(0) Reported",20,2079,"(0) Reported",1695,"(1) Estimated by respondent",288,"(0) Reported",1983,"(0) Reported",3396,"(1) Estimated by respondent",20341,"(0) Reported",3458,"(0) Reported",23799,"(0) Reported",20525,"(3) Item imputed",3274,"(3) Item imputed",23799,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",532,"(0) Reported",424,"(0) Reported",108,"(0) Reported",156,"(0) Reported",32,"(0) Reported",124,"(0) Reported",688,"(0) Reported"
"195",10956439,"111067067060100000000","111067067","GWINNETT COUNTY                                                             ","GWINNETT COUNTY DEPARTMENT OF CORRECTION                                                            ",2016,"LAWRENCEVILLE           ","(11) GA","30043     ","13","13135","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",363,"(0) Reported",409,"(0) Reported",0,"(0) Reported",409,"(0) Reported","(0) No","(0) Reported",NA,NA,25,"(0) Reported",389,"(0) Reported",20,"(0) Reported",0,"(0) Reported",0,"(0) Reported",409,"(0) Reported",0,"(0) Reported",409,"(0) Reported",0,"(0) Reported",409,"(0) Reported",157,"(0) Reported",252,"(0) Reported","                                                  ",0,"(0) Reported",409,"(0) Reported",150,"(0) Reported",200,"(0) Reported",59,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",409,"(0) Reported",0,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed","                                 ",0,"(3) Item imputed",42,"(3) Item imputed",0,"(3) Item imputed",0,"(3) Item imputed",8,"(3) Item imputed",0,"(3) Item imputed",50,"(3) Item imputed",22,412,"(0) Reported",364,"(1) Estimated by respondent",16,"(1) Estimated by respondent",380,"(1) Estimated by respondent",1031,"(3) Item imputed",1374,"(1) Estimated by respondent",40,"(1) Estimated by respondent",1414,"(0) Reported",1058,"(1) Estimated by respondent",40,"(1) Estimated by respondent",1098,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",100,"(3) Item imputed",33,"(3) Item imputed",67,"(3) Item imputed",42,"(3) Item imputed",25,"(3) Item imputed",17,"(3) Item imputed",142,"(3) Item imputed"
"196",10956442,"111069069061000000000","111069069","HALL COUNTY                                                                 ","HALL COUNTY SHERIFFS OFFICE                                                                         ",2016,"GAINESVILLE             ","(11) GA","30507     ","13","13139","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",745,"(4) Unit imputed",687,"(4) Unit imputed",0,"(4) Unit imputed",687,"(4) Unit imputed",NA,NA,NA,NA,NA,NA,571,"(4) Unit imputed",93,"(4) Unit imputed",22,"(4) Unit imputed",1,"(4) Unit imputed",687,"(4) Unit imputed",NA,NA,199,"(4) Unit imputed",488,"(4) Unit imputed",687,"(4) Unit imputed",446,"(4) Unit imputed",241,"(4) Unit imputed","                                                  ",0,"(4) Unit imputed",687,"(4) Unit imputed",146,"(4) Unit imputed",541,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed","                                   ",0,"(4) Unit imputed",0,"(4) Unit imputed",687,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed","                                 ",0,"(4) Unit imputed",17,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",3,"(4) Unit imputed",0,"(4) Unit imputed",20,"(4) Unit imputed",NA,NA,NA,638,"(4) Unit imputed",95,"(4) Unit imputed",733,"(4) Unit imputed",1339,"(4) Unit imputed",6278,"(4) Unit imputed",2386,"(4) Unit imputed",8664,"(4) Unit imputed",5686,"(4) Unit imputed",2291,"(4) Unit imputed",7977,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed",0,"(4) Unit imputed","                                                ",0,"(4) Unit imputed",0,"(4) Unit imputed",153,"(4) Unit imputed",86,"(4) Unit imputed",67,"(4) Unit imputed",34,"(4) Unit imputed",6,"(4) Unit imputed",28,"(4) Unit imputed",187,"(4) Unit imputed"
"197",10956441,"111069069060100000000","111069069","HALL COUNTY                                                                 ","HALL COUNTY CORRECTIONAL INSTITUTION                                                                ",2016,"GAINESVILLE             ","(11) GA","30507     ","13","13139","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",190,"(0) Reported",208,"(0) Reported",0,"(0) Reported",208,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",208,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",208,"(0) Reported",0,"(0) Reported",208,"(0) Reported",0,"(0) Reported",208,"(0) Reported",208,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",208,"(0) Reported",107,"(0) Reported",95,"(0) Reported",5,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",208,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",190,"(0) Reported",0,"(0) Reported",0,"(0) Reported",18,"(0) Reported",0,"(0) Reported",208,"(0) Reported",1,209,"(0) Reported",203,"(0) Reported",0,"(0) Reported",203,"(0) Reported",220,"(0) Reported",328,"(0) Reported",0,"(0) Reported",328,"(0) Reported",313,"(0) Reported",0,"(0) Reported",313,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",30,"(0) Reported",27,"(0) Reported",3,"(0) Reported",6,"(0) Reported",2,"(0) Reported",4,"(0) Reported",36,"(0) Reported"
"198",10956449,"111075075062000000000","111075075","HENRY COUNTY                                                                ","HENRY COUNTY SHERIFFS DEPARTMENT                                                                    ",2016,"MCDONOUGH               ","(11) GA","30253     ","13","13151","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",637,"(0) Reported",626,"(0) Reported",0,"(0) Reported",626,"(0) Reported","(1) Yes","(0) Reported",17,"(1) Estimated by respondent",4,"(1) Estimated by respondent",517,"(0) Reported",108,"(0) Reported",1,"(0) Reported",0,"(0) Reported",626,"(0) Reported",1,"(0) Reported",223,"(0) Reported",403,"(0) Reported",626,"(0) Reported",71,"(0) Reported",555,"(0) Reported","                                                  ",0,"(0) Reported",626,"(0) Reported",272,"(0) Reported",350,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",626,"(0) Reported",0,"(0) Reported",0,"(0) Reported",3,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",6,"(0) Reported",0,"(0) Reported",0,"(0) Reported",3,"(0) Reported",1,"(0) Reported",13,"(0) Reported",12,637,"(0) Reported",506,"(0) Reported",73,"(0) Reported",579,"(0) Reported",908,"(0) Reported",9148,"(0) Reported",3566,"(0) Reported",12714,"(0) Reported",8974,"(0) Reported",3637,"(0) Reported",12611,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",281,"(0) Reported",244,"(0) Reported",37,"(0) Reported",27,"(0) Reported",3,"(0) Reported",24,"(0) Reported",308,"(0) Reported"
"199",10956450,"111076076061000000000","111076076","HOUSTON COUNTY, PEACH COUNTY                                                ","HOUSTON COUNTY SHERIFFS OFFICE                                                                      ",2016,"PERRY                   ","(11) GA","31069     ","13","13153","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",400,"(1) Estimated by respondent",425,"(1) Estimated by respondent",0,"(1) Estimated by respondent",425,"(1) Estimated by respondent","(1) Yes","(0) Reported",20,"(1) Estimated by respondent",50,"(1) Estimated by respondent",355,"(1) Estimated by respondent",70,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",425,"(1) Estimated by respondent",0,"(0) Reported",60,"(1) Estimated by respondent",365,"(1) Estimated by respondent",425,"(1) Estimated by respondent",300,"(1) Estimated by respondent",125,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",425,"(1) Estimated by respondent",104,"(1) Estimated by respondent",225,"(1) Estimated by respondent",75,"(0) Reported",0,"(0) Reported",10,"(1) Estimated by respondent",0,"(0) Reported",11,"(1) Estimated by respondent","                                   ",0,"(0) Reported",0,"(0) Reported",425,"(1) Estimated by respondent",1,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                 ",0,"(1) Estimated by respondent",4,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(1) Estimated by respondent",9,"(1) Estimated by respondent",15,425,"(1) Estimated by respondent",355,"(1) Estimated by respondent",70,"(1) Estimated by respondent",425,"(1) Estimated by respondent",667,"(1) Estimated by respondent",6000,"(1) Estimated by respondent",1500,"(1) Estimated by respondent",7500,"(1) Estimated by respondent",5900,"(0) Reported",950,"(1) Estimated by respondent",6850,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                                ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",153,"(1) Estimated by respondent",97,"(1) Estimated by respondent",56,"(1) Estimated by respondent",18,"(1) Estimated by respondent",2,"(1) Estimated by respondent",16,"(1) Estimated by respondent",171,"(1) Estimated by respondent"
"200",10956451,"111077077061000000000","111077077","IRWIN COUNTY                                                                ","IRWIN COUNTY DETENTION CENTER                                                                       ",2016,"OCILLA                  ","(11) GA","31774     ","13","13155","(01) 1: certainty jails: large jails and california jails",1.05357143,1,8,"(1) Respondent",839,"(0) Reported",771,"(0) Reported",0,"(0) Reported",771,"(0) Reported","(0) No","(0) Reported",NA,NA,668,"(0) Reported",520,"(0) Reported",251,"(0) Reported",0,"(0) Reported",0,"(0) Reported",771,"(0) Reported",0,"(0) Reported",0,"(0) Reported",771,"(0) Reported",771,"(0) Reported",85,"(1) Estimated by respondent",18,"(1) Estimated by respondent","deportation hold                                  ",668,"(0) Reported",771,"(0) Reported",107,"(0) Reported",355,"(0) Reported",302,"(0) Reported",2,"(0) Reported",5,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",771,"(0) Reported",85,"(0) Reported",0,"(0) Reported",668,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",753,"(0) Reported",23,905,"(0) Reported",563,"(0) Reported",150,"(0) Reported",713,"(0) Reported",1201,"(0) Reported",7728,"(0) Reported",1240,"(0) Reported",8968,"(0) Reported",7668,"(0) Reported",1159,"(0) Reported",8827,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",166,"(0) Reported",56,"(0) Reported",110,"(0) Reported",39,"(0) Reported",6,"(0) Reported",33,"(0) Reported",205,"(0) Reported"
"201",10956457,"111081081062000000000","111081081","JEFFERSON COUNTY                                                            ","JEFFERSON COUNTY SHERIFFS OFFICE                                                                    ",2016,"LOUISVILLE              ","(11) GA","30434     ","13","13163","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",70,"(0) Reported",95,"(0) Reported",0,"(0) Reported",95,"(0) Reported","(1) Yes","(0) Reported",0,"(0) Reported",0,"(0) Reported",82,"(0) Reported",13,"(0) Reported",0,"(0) Reported",0,"(0) Reported",95,"(0) Reported",0,"(0) Reported",13,"(0) Reported",82,"(0) Reported",95,"(0) Reported",31,"(0) Reported",64,"(0) Reported","                                                  ",0,"(0) Reported",95,"(0) Reported",29,"(0) Reported",65,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",1,"(0) Reported",95,"(0) Reported",16,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",13,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported",30,"(0) Reported",31,95,"(0) Reported",80,"(0) Reported",13,"(0) Reported",93,"(0) Reported",93,"(1) Estimated by respondent",955,"(1) Estimated by respondent",142,"(1) Estimated by respondent",1097,"(1) Estimated by respondent",939,"(1) Estimated by respondent",140,"(1) Estimated by respondent",1079,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",9,"(0) Reported",2,"(0) Reported",7,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",9,"(0) Reported"
"202",10956456,"111081081060100000000","111081081","JEFFERSON COUNTY                                                            ","JEFFERSON COUNTY PRISON                                                                             ",2016,"LOUISVILLE              ","(11) GA","30434     ","13","13163","(07) 7: 227 =< adp < 750 & juv = 0",1.30404508,1.27884614,17,"(1) Respondent",140,"(0) Reported",138,"(0) Reported",0,"(0) Reported",138,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",138,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",138,"(0) Reported",0,"(0) Reported",138,"(0) Reported",0,"(0) Reported",138,"(0) Reported",138,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",138,"(0) Reported",58,"(1) Estimated by respondent",78,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",138,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",138,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",138,"(0) Reported",1,140,"(0) Reported",139,"(0) Reported",0,"(0) Reported",139,"(0) Reported",140,"(0) Reported",30,"(0) Reported",0,"(0) Reported",30,"(0) Reported",30,"(0) Reported",0,"(0) Reported",30,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",25,"(0) Reported",6,"(0) Reported",19,"(0) Reported",6,"(0) Reported",1,"(0) Reported",5,"(0) Reported",31,"(0) Reported"
"203",10956458,"111082082061000000000","111082082","JENKINS COUNTY                                                              ","JENKINS COUNTY SHERIFFS OFFICE                                                                      ",2016,"MILLEN                  ","(11) GA","30442     ","13","13165","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",16,"(1) Estimated by respondent",16,"(1) Estimated by respondent",0,"(0) Reported",16,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,2,"(1) Estimated by respondent",14,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",16,"(1) Estimated by respondent",0,"(0) Reported",0,"(1) Estimated by respondent",16,"(1) Estimated by respondent",16,"(1) Estimated by respondent",16,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                                  ",0,"(1) Estimated by respondent",16,"(1) Estimated by respondent",6,"(1) Estimated by respondent",8,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                   ",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",16,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",17,19,"(0) Reported",14,"(1) Estimated by respondent",2,"(1) Estimated by respondent",16,"(0) Reported",56,"(0) Reported",225,"(1) Estimated by respondent",50,"(1) Estimated by respondent",275,"(1) Estimated by respondent",211,"(1) Estimated by respondent",48,"(1) Estimated by respondent",259,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",12,"(0) Reported",9,"(0) Reported",3,"(0) Reported",4,"(0) Reported",2,"(0) Reported",2,"(0) Reported",16,"(0) Reported"
"204",10958819,"118082082061000000000","111082082","JENKINS COUNTY                                                              ","JENKINS CORRECTIONAL CENTER -- CCA                                                                  ",2016,"MILLEN                  ","(11) GA","30442     ","13","13165","(01) 1: certainty jails: large jails and california jails",1.0546875,1,7,"(1) Respondent",1137,"(0) Reported",1149,"(0) Reported",0,"(0) Reported",1149,"(0) Reported","(0) No","(0) Reported",NA,NA,53,"(0) Reported",1149,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1149,"(0) Reported",0,"(0) Reported",1149,"(0) Reported",0,"(0) Reported",1149,"(0) Reported",1149,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",1149,"(0) Reported",436,"(0) Reported",628,"(0) Reported",81,"(0) Reported",2,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                   ",0,"(0) Reported",0,"(0) Reported",1149,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                 ",0,"(0) Reported",1149,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1149,"(0) Reported",22,1150,"(0) Reported",1139,"(0) Reported",0,"(0) Reported",1139,"(0) Reported",1226,"(0) Reported",1078,"(0) Reported",0,"(0) Reported",1078,"(0) Reported",1077,"(0) Reported",0,"(0) Reported",1077,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                ",0,"(0) Reported",0,"(0) Reported",89,"(0) Reported",30,"(0) Reported",59,"(0) Reported",67,"(0) Reported",15,"(0) Reported",52,"(0) Reported",156,"(0) Reported"
