"","RTIID","GID","JURISID","COUNTY","NAME","YEAR","CITY","STATE","ZIP","STATEFIPS","CNTYCODE","STRATUM","FINALWT","DESIGNWT","CLASS","STATUS","CONFPOPJUNE","CONFPOPJUNE_FLAG","CONFPOP","CONFPOP_FLAG","NCONPOP","NCONPOP_FLAG","TOTPOP","TOTPOP_FLAG","WEEK","WEEK_FLAG","WEEKN","WEEKN_FLAG","NONCITZ","NONCITZ_FLAG","ADULTM","ADULTM_FLAG","ADULTF","ADULTF_FLAG","JUVM","JUVM_FLAG","JUVF","JUVF_FLAG","TOTGENDER","TOTGENDER_FLAG","ADLTJUV","ADLTJUV_FLAG","CONV","CONV_FLAG","UNCONV","UNCONV_FLAG","TOTCONVSTATUS","TOTCONVSTATUS_FLAG","FELONY","FELONY_FLAG","MISD","MISD_FLAG","OTHEROFFSPEC","OTHEROFF","OTHEROFF_FLAG","TOTOFF","TOTOFF_FLAG","WHITE","WHITE_FLAG","BLACK","BLACK_FLAG","HISP","HISP_FLAG","AIAN","AIAN_FLAG","ASIAN","ASIAN_FLAG","NHOPI","NHOPI_FLAG","TWORACE","TWORACE_FLAG","OTHERRACESPEC","OTHERRACE","OTHERRACE_FLAG","RACEDK","RACEDK_FLAG","RACETOTAL","RACETOTAL_FLAG","MARSHALS","MARSHALS_FLAG","BOP","BOP_FLAG","ICE","ICE_FLAG","BIA","BIA_FLAG","OTHERFEDSPEC","OTHERFED","OTHERFED_FLAG","INSTATEPRIS","INSTATEPRIS_FLAG","OUTSTATEPRIS","OUTSTATEPRIS_FLAG","TRIBAL","TRIBAL_FLAG","INSTATEJAIL","INSTATEJAIL_FLAG","OUTSTATEJAIL","OUTSTATEJAIL_FLAG","OTHERHOLDTOT","OTHERHOLDTOT_FLAG","PEAKDATE","PEAKPOP","PEAKPOP_FLAG","ADPM","ADPM_FLAG","ADPF","ADPF_FLAG","ADP","ADP_FLAG","RATED","RATED_FLAG","ADMISM","ADMISM_FLAG","ADMISF","ADMISF_FLAG","ADMIS","ADMIS_FLAG","RELEASEM","RELEASEM_FLAG","RELEASEF","RELEASEF_FLAG","RELEASE","RELEASE_FLAG","EMONITOR","EMONITOR_FLAG","HOMEDETN","HOMEDETN_FLAG","COMMSRV","COMMSRV_FLAG","DAYREPORT","DAYREPORT_FLAG","PRETRIAL","PRETRIAL_FLAG","ALTWORK","ALTWORK_FLAG","TREATMENT","TREATMENT_FLAG","OTRNONCONFSPEC","OTRNONCONF","OTRNONCONF_FLAG","NONCONFD","NONCONFD_FLAG","CORRSTAFF","CORRSTAFF_FLAG","CORRSTAFFM","CORRSTAFFM_FLAG","CORRSTAFFF","CORRSTAFFF_FLAG","OTHERSTAFF","OTHERSTAFF_FLAG","OTHERSTAFFM","OTHERSTAFFM_FLAG","OTHERSTAFFF","OTHERSTAFFF_FLAG","TOTALSTAFF","TOTALSTAFF_FLAG"
"46",10956236,"051004004061000000000","051004004","Butte County                                                                ","Butte County Sheriffs Office                                                                        ",2015,"Oroville                ","(05) California","95965     ","06","06007","(01) 1: certainty jails: large jails and California jails",1,1,2,"(1) Respondent",618,"(0) Reported",599,"(0) Reported",212,"(0) Reported",811,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",515,"(0) Reported",84,"(0) Reported",0,"(0) Reported",0,"(0) Reported",599,"(0) Reported",0,"(0) Reported",249,"(0) Reported",350,"(0) Reported",599,"(0) Reported",512,"(0) Reported",87,"(0) Reported","                                                  ",0,"(0) Reported",599,"(0) Reported",420,"(0) Reported",60,"(0) Reported",65,"(0) Reported",31,"(0) Reported",18,"(0) Reported",0,"(0) Reported",0,"(0) Reported","Other                                   ",3,"(0) Reported",2,"(0) Reported",599,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",22,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",22,"(0) Reported",7,618,"(0) Reported",490,"(0) Reported",88,"(0) Reported",578,"(0) Reported",614,"(0) Reported",9290,"(0) Reported",3038,"(0) Reported",12328,"(0) Reported",8823,"(0) Reported",2948,"(0) Reported",11771,"(0) Reported",82,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",3,"(0) Reported",127,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",212,"(0) Reported",87,"(0) Reported",71,"(0) Reported",16,"(0) Reported",41,"(0) Reported",10,"(0) Reported",31,"(0) Reported",128,"(0) Reported"
"47",10956237,"051005005061000000000","051005005","Calaveras County                                                            ","Calaveras County Sheriffs Office                                                                    ",2015,"San Andreas             ","(05) California","95249     ","06","06009","(01) 1: certainty jails: large jails and California jails",1,1,5,"(1) Respondent",100,"(0) Reported",81,"(0) Reported",7,"(0) Reported",88,"(0) Reported","(0) No","(0) Reported",NA,NA,0,"(0) Reported",62,"(0) Reported",19,"(0) Reported",0,"(0) Reported",0,"(0) Reported",81,"(0) Reported",0,"(0) Reported",42,"(0) Reported",39,"(0) Reported",81,"(0) Reported",60,"(0) Reported",19,"(0) Reported","Housed for other county                           ",2,"(0) Reported",81,"(0) Reported",71,"(0) Reported",2,"(0) Reported",4,"(0) Reported",2,"(0) Reported",1,"(0) Reported",1,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",0,"(0) Reported",81,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",2,"(0) Reported",0,"(0) Reported",2,"(0) Reported",7,106,"(0) Reported",76,"(0) Reported",18,"(0) Reported",94,"(0) Reported",80,"(1) Estimated by respondent",1310,"(0) Reported",499,"(0) Reported",1809,"(0) Reported",1282,"(0) Reported",493,"(0) Reported",1775,"(0) Reported",0,"(0) Reported",0,"(0) Reported",7,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",7,"(0) Reported",23,"(0) Reported",16,"(0) Reported",7,"(0) Reported",7,"(0) Reported",2,"(0) Reported",5,"(0) Reported",30,"(0) Reported"
"48",10956238,"051006006061000000000","051006006","Colusa County                                                               ","Colusa County Sheriffs Office                                                                       ",2015,"Colusa                  ","(05) California","95932     ","06","06011","(01) 1: certainty jails: large jails and California jails",1,1,5,"(1) Respondent",83,"(0) Reported",89,"(0) Reported",0,"(0) Reported",89,"(0) Reported","(0) No","(0) Reported",NA,NA,20,"(1) Estimated by respondent",78,"(0) Reported",11,"(0) Reported",0,"(0) Reported",0,"(0) Reported",89,"(0) Reported",0,"(0) Reported",66,"(1) Estimated by respondent",23,"(1) Estimated by respondent",89,"(0) Reported",66,"(1) Estimated by respondent",23,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",89,"(0) Reported",28,"(0) Reported",5,"(0) Reported",54,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",0,"(0) Reported",89,"(0) Reported",8,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",8,"(0) Reported",3,98,"(0) Reported",66,"(1) Estimated by respondent",12,"(1) Estimated by respondent",78,"(0) Reported",92,"(0) Reported",1096,"(1) Estimated by respondent",209,"(1) Estimated by respondent",1305,"(1) Estimated by respondent",1311,"(1) Estimated by respondent",256,"(1) Estimated by respondent",1567,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",0,"(0) Reported",13,"(0) Reported",8,"(0) Reported",5,"(0) Reported",2,"(0) Reported",1,"(0) Reported",1,"(0) Reported",15,"(0) Reported"
"49",10950256,"051007007060000001200","051007007","Contra Costa County                                                         ","Contra Costa County Sheriffs Office                                                                 ",2015,"Martinez                ","(05) California","94553     ","06","06013","(01) 1: certainty jails: large jails and California jails",1.11111111,1,1,"(1) Respondent",1434,"(1) Estimated by respondent",1360,"(1) Estimated by respondent",428,"(1) Estimated by respondent",1788,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,188,"(1) Estimated by respondent",1190,"(1) Estimated by respondent",170,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",1360,"(0) Reported",0,"(0) Reported",288,"(1) Estimated by respondent",1072,"(1) Estimated by respondent",1360,"(0) Reported",1220,"(1) Estimated by respondent",140,"(1) Estimated by respondent","                                                  ",0,"(1) Estimated by respondent",1360,"(0) Reported",336,"(1) Estimated by respondent",449,"(1) Estimated by respondent",466,"(1) Estimated by respondent",0,"(1) Estimated by respondent",13,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                        ",0,"(1) Estimated by respondent",96,"(1) Estimated by respondent",1360,"(0) Reported",6,"(1) Estimated by respondent",0,"(1) Estimated by respondent",188,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                     ",0,"(1) Estimated by respondent",3,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",2,"(1) Estimated by respondent",0,"(1) Estimated by respondent",199,"(1) Estimated by respondent",6,1591,"(0) Reported",1226,"(1) Estimated by respondent",166,"(1) Estimated by respondent",1392,"(1) Estimated by respondent",1979,"(0) Reported",23141,"(1) Estimated by respondent",3155,"(1) Estimated by respondent",26296,"(1) Estimated by respondent",21394,"(1) Estimated by respondent",2917,"(1) Estimated by respondent",24311,"(1) Estimated by respondent",94,"(1) Estimated by respondent",45,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent",289,"(1) Estimated by respondent",0,"(1) Estimated by respondent","                                                  ",0,"(1) Estimated by respondent",428,"(0) Reported",111,"(1) Estimated by respondent",95,"(1) Estimated by respondent",16,"(1) Estimated by respondent",73,"(1) Estimated by respondent",37,"(1) Estimated by respondent",36,"(1) Estimated by respondent",184,"(0) Reported"
"50",10956239,"051008008061000000000","051008008","Del Norte County                                                            ","Del Norte County Sheriffs Office                                                                    ",2015,"Crescent City           ","(05) California","95531     ","06","06015","(01) 1: certainty jails: large jails and California jails",1,1,5,"(1) Respondent",93,"(0) Reported",101,"(0) Reported",0,"(0) Reported",101,"(0) Reported","(1) Yes","(0) Reported",1,"(1) Estimated by respondent",1,"(1) Estimated by respondent",85,"(0) Reported",16,"(0) Reported",0,"(0) Reported",0,"(0) Reported",101,"(0) Reported",0,"(0) Reported",98,"(1) Estimated by respondent",3,"(1) Estimated by respondent",101,"(0) Reported",70,"(2) Adjusted for consistency",31,"(2) Adjusted for consistency","                                                  ",0,"(1) Estimated by respondent",101,"(0) Reported",59,"(0) Reported",1,"(0) Reported",8,"(0) Reported",17,"(0) Reported",2,"(0) Reported",0,"(1) Estimated by respondent",0,"(1) Estimated by respondent","Other                                   ",14,"(0) Reported",0,"(1) Estimated by respondent",101,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",2,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",6,"(1) Estimated by respondent",15,110,"(0) Reported",78,"(0) Reported",15,"(0) Reported",93,"(0) Reported",145,"(1) Estimated by respondent",1708,"(1) Estimated by respondent",569,"(1) Estimated by respondent",2277,"(1) Estimated by respondent",1718,"(1) Estimated by respondent",576,"(1) Estimated by respondent",2294,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",0,"(0) Reported",12,"(1) Estimated by respondent",7,"(0) Reported",5,"(0) Reported",10,"(1) Estimated by respondent",7,"(0) Reported",3,"(0) Reported",22,"(0) Reported"
"51",10956240,"051009009060000001300","051009009","El Dorado County                                                            ","El Dorado County Sheriff's Office                                                                   ",2015,"Placerville             ","(05) California","95667     ","06","06017","(01) 1: certainty jails: large jails and California jails",1,1,3,"(1) Respondent",370,"(0) Reported",385,"(0) Reported",97,"(1) Estimated by respondent",482,"(0) Reported","(1) Yes","(0) Reported",7,"(1) Estimated by respondent",20,"(1) Estimated by respondent",318,"(0) Reported",67,"(0) Reported",0,"(0) Reported",0,"(0) Reported",385,"(0) Reported",0,"(0) Reported",176,"(0) Reported",209,"(0) Reported",385,"(0) Reported",337,"(0) Reported",48,"(0) Reported","                                                  ",0,"(0) Reported",385,"(0) Reported",314,"(0) Reported",18,"(0) Reported",41,"(0) Reported",3,"(0) Reported",1,"(0) Reported",2,"(0) Reported",0,"(0) Reported","other                                   ",6,"(0) Reported",0,"(0) Reported",385,"(0) Reported",3,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported",0,"(0) Reported",7,"(0) Reported",19,407,"(0) Reported",319,"(0) Reported",65,"(0) Reported",384,"(0) Reported",461,"(0) Reported",4574,"(0) Reported",1553,"(0) Reported",6127,"(0) Reported",4550,"(0) Reported",1543,"(0) Reported",6093,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",97,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",97,"(0) Reported",100,"(0) Reported",78,"(0) Reported",22,"(0) Reported",18,"(0) Reported",4,"(0) Reported",14,"(0) Reported",118,"(0) Reported"
"52",10950259,"051010010060000001400","051010010","Fresno County                                                               ","Fresno County Sheriff Coroner's Office                                                              ",2015,"Fresno                  ","(05) California","93721     ","06","06019","(01) 1: certainty jails: large jails and California jails",1.11111111,1,1,"(1) Respondent",2754,"(0) Reported",2523,"(0) Reported",0,"(0) Reported",2523,"(0) Reported","(0) No","(0) Reported",NA,NA,251,"(0) Reported",2215,"(0) Reported",308,"(0) Reported",0,"(0) Reported",0,"(0) Reported",2523,"(0) Reported",0,"(0) Reported",814,"(0) Reported",1709,"(0) Reported",2523,"(0) Reported",2389,"(0) Reported",134,"(0) Reported","                                                  ",0,"(0) Reported",2523,"(0) Reported",550,"(0) Reported",391,"(0) Reported",1443,"(0) Reported",19,"(0) Reported",101,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",19,"(0) Reported",2523,"(0) Reported",107,"(0) Reported",1,"(0) Reported",58,"(0) Reported",0,"(0) Reported","MISC DETAINER                        ",9,"(0) Reported",32,"(0) Reported",13,"(0) Reported",0,"(0) Reported",35,"(0) Reported",0,"(0) Reported",255,"(0) Reported",30,2830,"(0) Reported",2320,"(0) Reported",341,"(0) Reported",2661,"(0) Reported",3291,"(0) Reported",24596,"(1) Estimated by respondent",5369,"(1) Estimated by respondent",29965,"(1) Estimated by respondent",24599,"(0) Reported",5332,"(0) Reported",29931,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",0,"(0) Reported",420,"(0) Reported",311,"(0) Reported",109,"(0) Reported",35,"(0) Reported",14,"(0) Reported",21,"(0) Reported",455,"(0) Reported"
"53",10956241,"051011011061000000000","051011011","Glenn County                                                                ","Glenn County Sheriffs Office                                                                        ",2015,"Willows                 ","(05) California","95988     ","06","06021","(01) 1: certainty jails: large jails and California jails",1.125,1,4,"(1) Respondent",87,"(0) Reported",87,"(0) Reported",6,"(0) Reported",93,"(0) Reported","(1) Yes","(0) Reported",0,"(0) Reported",9,"(1) Estimated by respondent",72,"(0) Reported",15,"(0) Reported",0,"(0) Reported",0,"(0) Reported",87,"(0) Reported",0,"(0) Reported",45,"(0) Reported",42,"(0) Reported",87,"(0) Reported",73,"(0) Reported",11,"(0) Reported","Civil                                             ",3,"(0) Reported",87,"(0) Reported",54,"(0) Reported",2,"(0) Reported",22,"(0) Reported",5,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",0,"(0) Reported",87,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",6,"(0) Reported",0,"(0) Reported",7,"(0) Reported",12,110,"(0) Reported",77,"(0) Reported",18,"(0) Reported",95,"(0) Reported",144,"(0) Reported",854,"(1) Estimated by respondent",306,"(1) Estimated by respondent",1160,"(1) Estimated by respondent",877,"(1) Estimated by respondent",285,"(1) Estimated by respondent",1162,"(1) Estimated by respondent",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,"(0) Reported","                                                  ",0,"(0) Reported",6,"(0) Reported",16,"(0) Reported",8,"(0) Reported",8,"(0) Reported",3,"(0) Reported",1,"(0) Reported",2,"(0) Reported",19,"(0) Reported"
"54",10956242,"051012012061000000000","051012012","Humboldt County                                                             ","Humboldt County Sheriffs Office                                                                     ",2015,"Eureka                  ","(05) California","95501     ","06","06023","(01) 1: certainty jails: large jails and California jails",1,1,3,"(1) Respondent",361,"(0) Reported",324,"(0) Reported",178,"(0) Reported",502,"(0) Reported","(0) No","(0) Reported",NA,NA,8,"(0) Reported",276,"(0) Reported",48,"(0) Reported",0,"(0) Reported",0,"(0) Reported",324,"(0) Reported",0,"(0) Reported",94,"(0) Reported",230,"(0) Reported",324,"(0) Reported",277,"(0) Reported",47,"(0) Reported","                                                  ",0,"(0) Reported",324,"(0) Reported",221,"(0) Reported",19,"(0) Reported",17,"(0) Reported",61,"(0) Reported",1,"(0) Reported",2,"(0) Reported",3,"(0) Reported","                                        ",0,"(0) Reported",0,"(0) Reported",324,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported",3,"(1) Estimated by respondent",2,"(0) Reported",7,"(0) Reported",6,347,"(0) Reported",295,"(0) Reported",46,"(0) Reported",341,"(0) Reported",417,"(0) Reported",7522,"(0) Reported",2400,"(0) Reported",9922,"(0) Reported",7447,"(0) Reported",2376,"(0) Reported",9823,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",178,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",178,"(0) Reported",80,"(0) Reported",60,"(0) Reported",20,"(0) Reported",15,"(0) Reported",9,"(0) Reported",6,"(0) Reported",95,"(0) Reported"
"55",10956243,"051013013060000001500","051013013","Imperial County                                                             ","Imperial County Sheriff's Office                                                                    ",2015,"El Centro               ","(05) California","92243     ","06","06025","(01) 1: certainty jails: large jails and California jails",1,1,2,"(1) Respondent",530,"(1) Estimated by respondent",510,"(1) Estimated by respondent",0,"(0) Reported",510,"(0) Reported","(1) Yes","(0) Reported",0,"(1) Estimated by respondent",104,"(1) Estimated by respondent",445,"(1) Estimated by respondent",65,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",510,"(1) Estimated by respondent",0,"(0) Reported",1,"(0) Reported",509,"(0) Reported",510,"(1) Estimated by respondent",491,"(2) Adjusted for consistency",19,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",510,"(1) Estimated by respondent",73,"(0) Reported",21,"(0) Reported",403,"(0) Reported",6,"(0) Reported",2,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",5,"(0) Reported",510,"(1) Estimated by respondent",105,"(0) Reported",20,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",382,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",507,"(0) Reported",1,536,"(0) Reported",445,"(0) Reported",64,"(0) Reported",509,"(0) Reported",612,"(0) Reported",6349,"(0) Reported",1390,"(0) Reported",7739,"(0) Reported",5990,"(1) Estimated by respondent",1789,"(1) Estimated by respondent",7779,"(1) Estimated by respondent",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",0,"(0) Reported",42,"(1) Estimated by respondent",27,"(0) Reported",15,"(0) Reported",34,"(1) Estimated by respondent",28,"(0) Reported",6,"(0) Reported",76,"(0) Reported"
"56",10956244,"051014014061000000000","051014014","Inyo County                                                                 ","Inyo County Sheriffs Office                                                                         ",2015,"Independence            ","(05) California","93526     ","06","06027","(01) 1: certainty jails: large jails and California jails",1,1,5,"(1) Respondent",68,"(0) Reported",66,"(0) Reported",0,"(0) Reported",66,"(0) Reported","(0) No","(0) Reported",NA,NA,2,"(1) Estimated by respondent",52,"(0) Reported",14,"(0) Reported",0,"(0) Reported",0,"(0) Reported",66,"(0) Reported",0,"(0) Reported",41,"(0) Reported",25,"(0) Reported",66,"(0) Reported",45,"(0) Reported",21,"(0) Reported","                                                  ",0,"(0) Reported",66,"(0) Reported",29,"(0) Reported",0,"(0) Reported",13,"(0) Reported",24,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",0,"(0) Reported",66,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",4,80,"(0) Reported",56,"(0) Reported",14,"(0) Reported",70,"(0) Reported",96,"(0) Reported",684,"(0) Reported",213,"(0) Reported",897,"(0) Reported",687,"(0) Reported",113,"(0) Reported",800,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",0,"(0) Reported",23,"(0) Reported",16,"(0) Reported",7,"(0) Reported",7,"(0) Reported",1,"(0) Reported",6,"(0) Reported",30,"(0) Reported"
"57",10950264,"051015015060000001600","051015015","Kern County                                                                 ","Kern County Sheriffs Office                                                                         ",2015,"Bakersfield             ","(05) California","93308     ","06","06029","(01) 1: certainty jails: large jails and California jails",1.11111111,1,1,"(1) Respondent",2163,"(1) Estimated by respondent",2085,"(0) Reported",1114,"(0) Reported",3199,"(0) Reported","(0) No","(0) Reported",NA,NA,236,"(0) Reported",1751,"(0) Reported",334,"(0) Reported",0,"(0) Reported",0,"(0) Reported",2085,"(0) Reported",0,"(0) Reported",781,"(0) Reported",1304,"(0) Reported",2085,"(0) Reported",1623,"(0) Reported",317,"(0) Reported","Federal Contracts                                 ",145,"(0) Reported",2085,"(0) Reported",738,"(0) Reported",331,"(0) Reported",941,"(0) Reported",8,"(0) Reported",49,"(0) Reported",4,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",14,"(0) Reported",2085,"(0) Reported",141,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",145,"(0) Reported",6,2380,"(0) Reported",2042,"(0) Reported",279,"(0) Reported",2321,"(0) Reported",2844,"(0) Reported",27751,"(0) Reported",7342,"(0) Reported",35093,"(0) Reported",28251,"(0) Reported",7378,"(0) Reported",35629,"(0) Reported",392,"(0) Reported",253,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",469,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",1114,"(0) Reported",323,"(0) Reported",243,"(0) Reported",80,"(0) Reported",61,"(0) Reported",20,"(0) Reported",41,"(0) Reported",384,"(0) Reported"
"58",10956245,"051016016060000001700","051016016","Kings County                                                                ","Kings County Sheriffs Office                                                                        ",2015,"Handford                ","(05) California","93230     ","06","06031","(01) 1: certainty jails: large jails and California jails",1,1,2,"(1) Respondent",515,"(0) Reported",454,"(0) Reported",603,"(1) Estimated by respondent",1057,"(1) Estimated by respondent","(0) No","(0) Reported",NA,NA,40,"(1) Estimated by respondent",389,"(0) Reported",65,"(0) Reported",0,"(0) Reported",0,"(0) Reported",454,"(0) Reported",0,"(0) Reported",124,"(0) Reported",330,"(0) Reported",454,"(0) Reported",410,"(0) Reported",44,"(0) Reported","                                                  ",0,"(0) Reported",454,"(0) Reported",101,"(0) Reported",63,"(0) Reported",260,"(0) Reported",18,"(0) Reported",8,"(0) Reported",1,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",3,"(0) Reported",454,"(0) Reported",0,"(0) Reported",0,"(0) Reported",1,"(1) Estimated by respondent",0,"(0) Reported","                                     ",0,"(0) Reported",9,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",10,"(0) Reported",11,472,"(0) Reported",424,"(0) Reported",81,"(0) Reported",505,"(0) Reported",576,"(0) Reported",5296,"(0) Reported",1723,"(0) Reported",7019,"(0) Reported",5331,"(0) Reported",1756,"(0) Reported",7087,"(0) Reported",0,"(0) Reported",0,"(0) Reported",401,"(0) Reported",0,"(0) Reported",0,"(0) Reported",202,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",603,"(0) Reported",35,"(0) Reported",26,"(0) Reported",9,"(0) Reported",18,"(0) Reported",7,"(0) Reported",11,"(0) Reported",53,"(0) Reported"
"59",10956246,"051017017062000000000","051017017","Lake County                                                                 ","Lake County Sheriff's Office                                                                        ",2015,"Lakeport                ","(05) California","95453     ","06","06033","(01) 1: certainty jails: large jails and California jails",1,1,3,"(1) Respondent",296,"(0) Reported",246,"(0) Reported",4,"(0) Reported",250,"(0) Reported","(0) No","(0) Reported",NA,NA,13,"(1) Estimated by respondent",207,"(0) Reported",39,"(0) Reported",0,"(0) Reported",0,"(0) Reported",246,"(0) Reported",0,"(0) Reported",155,"(0) Reported",91,"(0) Reported",246,"(0) Reported",211,"(1) Estimated by respondent",35,"(1) Estimated by respondent","                                                  ",0,"(0) Reported",246,"(0) Reported",168,"(0) Reported",11,"(0) Reported",49,"(0) Reported",17,"(0) Reported",0,"(0) Reported",1,"(0) Reported",0,"(0) Reported","                                        ",0,"(0) Reported",0,"(0) Reported",246,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                     ",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",10,285,"(0) Reported",232,"(0) Reported",49,"(0) Reported",281,"(0) Reported",286,"(0) Reported",2960,"(0) Reported",902,"(0) Reported",3862,"(0) Reported",2970,"(1) Estimated by respondent",902,"(1) Estimated by respondent",3872,"(0) Reported",4,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported",0,"(0) Reported","                                                  ",0,"(0) Reported",4,"(0) Reported",46,"(0) Reported",33,"(0) Reported",13,"(0) Reported",17,"(0) Reported",8,"(0) Reported",9,"(0) Reported",63,"(0) Reported"
